proteome_id	length	proteome_size	proteome_size_unique	protein_clusters	index
TemPhD_cluster_51656	34056	41	41	TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_51656_CDS_0003;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_23866_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_51656_CDS_0002;TemPhD_cluster_52382_CDS_0007;SAMN09781779_a1_ct39878_CDS_0021;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_51656_CDS_0041;MGV-GENOME-4406672_CDS_0022;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_15215_CDS_0021;TemPhD_cluster_28372_CDS_0009	31
TemPhD_cluster_33807	31047	41	41	TemPhD_cluster_52018_CDS_0025;TemPhD_cluster_52018_CDS_0020;MGV-GENOME-0205381_CDS_0002;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0026;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;NC_049461.1_CDS_0018;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_52155_CDS_0023;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_33807_CDS_0025;TemPhD_cluster_28372_CDS_0009	32
TemPhD_cluster_52155	31635	41	41	TemPhD_cluster_33805_CDS_0024;TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;NC_049461.1_CDS_0018;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_52155_CDS_0023;TemPhD_cluster_52155_CDS_0033;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;TemPhD_cluster_52155_CDS_0003;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_52155_CDS_0002;TemPhD_cluster_28372_CDS_0009	33
MGV-GENOME-0232811	33870	41	41	TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;TemPhD_cluster_51932_CDS_0036;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;TemPhD_cluster_52112_CDS_0003;MGV-GENOME-0232811_CDS_0011;NC_022750.1_CDS_0017;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52112_CDS_0002;TemPhD_cluster_52382_CDS_0007;MGV-GENOME-0232811_CDS_0025;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;MGV-GENOME-0232811_CDS_0024;TemPhD_cluster_63057_CDS_0001;MGV-GENOME-4406672_CDS_0022;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_28372_CDS_0009	34
TemPhD_cluster_51932	32682	41	41	TemPhD_cluster_33805_CDS_0024;TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;TemPhD_cluster_51932_CDS_0036;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;SAMN09781779_a1_ct39878_CDS_0021;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_63057_CDS_0002;TemPhD_cluster_51932_CDS_0003;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_52222_CDS_0022;TemPhD_cluster_28372_CDS_0009	35
TemPhD_cluster_28372	31399	41	41	TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;TemPhD_cluster_28372_CDS_0024;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_28372_CDS_0023;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_52382_CDS_0002;TemPhD_cluster_28372_CDS_0003;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_28372_CDS_0025;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_28372_CDS_0022;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_52091_CDS_0027;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_28372_CDS_0009	36
TemPhD_cluster_37938	32353	41	41	TemPhD_cluster_33805_CDS_0024;TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_52155_CDS_0033;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;NC_022750.1_CDS_0002;NC_022750.1_CDS_0004;NC_022750.1_CDS_0003;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;MGV-GENOME-4406672_CDS_0022;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_28372_CDS_0009	37
TemPhD_cluster_63096	32132	41	41	TemPhD_cluster_33805_CDS_0024;TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;TemPhD_cluster_51932_CDS_0036;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;TemPhD_cluster_63096_CDS_0002;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_63057_CDS_0002;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_63096_CDS_0004;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_52222_CDS_0022;TemPhD_cluster_28372_CDS_0009	38
TemPhD_cluster_62933	32809	41	41	TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_52155_CDS_0033;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;NC_022750.1_CDS_0002;NC_022750.1_CDS_0004;NC_022750.1_CDS_0003;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63038_CDS_0024;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_52222_CDS_0022;TemPhD_cluster_28372_CDS_0009	39
TemPhD_cluster_52112	31844	41	41	TemPhD_cluster_33805_CDS_0024;TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;TemPhD_cluster_51932_CDS_0036;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;TemPhD_cluster_52112_CDS_0003;MGV-GENOME-0232811_CDS_0011;NC_022750.1_CDS_0017;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52112_CDS_0002;TemPhD_cluster_52382_CDS_0007;SAMN09781779_a1_ct39878_CDS_0021;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_52222_CDS_0022;TemPhD_cluster_28372_CDS_0009	40
TemPhD_cluster_38170	30393	41	41	TemPhD_cluster_33725_CDS_0003;TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_38170_CDS_0026;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_28392_CDS_0026;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;MGV-GENOME-0230157_CDS_0006;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_38170_CDS_0025;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;MGV-GENOME-0230157_CDS_0004;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_38170_CDS_0024;TemPhD_cluster_28372_CDS_0009	41
TemPhD_cluster_52209	31413	41	41	TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;TemPhD_cluster_51932_CDS_0036;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;NC_022750.1_CDS_0002;NC_022750.1_CDS_0004;NC_022750.1_CDS_0003;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_52209_CDS_0025;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_52222_CDS_0022;TemPhD_cluster_28372_CDS_0009	42
TemPhD_cluster_37844	33463	41	41	TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;TemPhD_cluster_37844_CDS_0025;TemPhD_cluster_51932_CDS_0036;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;SAMN09781779_a1_ct39878_CDS_0021;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_63057_CDS_0002;TemPhD_cluster_51932_CDS_0003;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_52222_CDS_0022;TemPhD_cluster_28372_CDS_0009	43
TemPhD_cluster_37906	32672	42	42	TemPhD_cluster_33805_CDS_0024;TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;TemPhD_cluster_51932_CDS_0036;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;TemPhD_cluster_63096_CDS_0002;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_37906_CDS_0005;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_63057_CDS_0002;MGV-GENOME-4406672_CDS_0022;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_63096_CDS_0004;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_28372_CDS_0009	44
TemPhD_cluster_51953	32570	42	42	TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33809_CDS_0030;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;NC_049457.1_CDS_0011;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_52262_CDS_0004;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_62821_CDS_0004;TemPhD_cluster_63057_CDS_0002;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_51953_CDS_0024;TemPhD_cluster_51953_CDS_0025;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_51953_CDS_0008;TemPhD_cluster_51953_CDS_0027;TemPhD_cluster_28372_CDS_0009	45
NC_049461.1	31834	42	42	TemPhD_cluster_52018_CDS_0025;TemPhD_cluster_52018_CDS_0020;TemPhD_cluster_37904_CDS_0014;TemPhD_cluster_33807_CDS_0027;TemPhD_cluster_33807_CDS_0026;TemPhD_cluster_33809_CDS_0030;MGV-GENOME-0205381_CDS_0035;TemPhD_cluster_62972_CDS_0030;MGV-GENOME-0230591_CDS_0008;NC_049457.1_CDS_0014;TemPhD_cluster_52275_CDS_0031;TemPhD_cluster_28372_CDS_0021;uvig_315197_CDS_0035;TemPhD_cluster_52275_CDS_0017;NC_049461.1_CDS_0018;TemPhD_cluster_33805_CDS_0023;TemPhD_cluster_52155_CDS_0034;TemPhD_cluster_51656_CDS_0040;TemPhD_cluster_52382_CDS_0008;NC_022750.1_CDS_0017;MGV-GENOME-0232811_CDS_0011;MGV-GENOME-0227212_CDS_0019;TemPhD_cluster_52155_CDS_0023;TemPhD_cluster_63038_CDS_0027;TemPhD_cluster_52209_CDS_0016;TemPhD_cluster_52382_CDS_0007;TemPhD_cluster_37938_CDS_0036;TemPhD_cluster_62958_CDS_0019;TemPhD_cluster_52379_CDS_0032;TemPhD_cluster_52155_CDS_0003;SAMN09781779_a1_ct39878_CDS_0016;TemPhD_cluster_63057_CDS_0001;TemPhD_cluster_38170_CDS_0040;NC_049457.1_CDS_0018;TemPhD_cluster_52091_CDS_0005;TemPhD_cluster_9973_CDS_0030;TemPhD_cluster_38170_CDS_0007;TemPhD_cluster_51656_CDS_0036;MGV-GENOME-0230591_CDS_0040;TemPhD_cluster_52155_CDS_0002;TemPhD_cluster_33807_CDS_0025;TemPhD_cluster_28372_CDS_0009	46
